"X","Y"
113,1510.80081058786
114,1510.79810453616
115,1510.81131174481
116,1510.79875323199
117,1510.80764089257
118,1510.79815588543
119,1510.80505840098
120,1510.80031100925
121,1510.81252233776
122,1510.80968233738
123,1510.80316407487
124,1510.80170191619
125,1510.8002169954
126,1510.80192182967
127,1510.81182372957
128,1510.79738320925
129,1510.80059969009
130,1510.79110860255
131,1510.79626997822
132,1510.80022745002
133,1510.80505803378
134,1510.79041311936
135,1510.79880212495
136,1510.79965137933
137,1510.80694505282
138,1510.79128436383
139,1510.80381326921
140,1510.80033919652
141,1510.79950021337
142,1510.80245142579
143,1510.80141314057
144,1510.79209065706
145,1510.79482833082
146,1510.79151342731
147,1510.79797353362
148,1510.80173088169
149,1510.79912247435
150,1510.80551030413
151,1510.80618942675
152,1510.79583479536
153,1510.79833811569
154,1510.7915131922
155,1510.80542249112
156,1510.79891639963
157,1510.80259191525
158,1510.79754762923
159,1510.80184886016
160,1510.79273320497
161,1510.79221441048
162,1510.80814177327
163,1510.80289587255
164,1510.7988934342
165,1510.79416674379
166,1510.79370543656
167,1510.79810589165
168,1510.79521877697
169,1510.78475036482
170,1510.80409738527
171,1510.7996382543
172,1510.79764366604
173,1510.79810611523
174,1510.79963605487
175,1510.78991045062
176,1510.80226478806
177,1510.79725000412
178,1510.80050447713
179,1510.80220012907
180,1510.79954188431
181,1510.78989849237
182,1510.80066210478
183,1510.79623174558
184,1510.7932457434
185,1510.79972180006
186,1510.79135925983
187,1510.79728049996
188,1510.79354574649
189,1510.80590285325
190,1510.78934279379
191,1510.79622756122
192,1510.80491073448
193,1510.80989081453
194,1510.79947424694
195,1510.79615595912
196,1510.78777358627
197,1510.79952523144
198,1510.79541976026
199,1510.79924073554
200,1510.79189002085
201,1510.79380087476
202,1510.79910553473
203,1510.7911315746
204,1510.79423083835
205,1510.79760143852
206,1510.79006031057
207,1510.79911910147
208,1510.79523120235
209,1510.79749856805
210,1510.79676147618
211,1510.78958799523
212,1510.78826146435
213,1510.80339593992
214,1510.79377047282
215,1510.78999859866
216,1510.78263550074
217,1510.79741773125
218,1510.78981328476
219,1510.79494395811
220,1510.79330974461
221,1510.79031492173
222,1510.78826509262
223,1510.78975650293
224,1510.78394249369
225,1510.79468232956
226,1510.79298940794
227,1510.79590423663
228,1510.79131292056
229,1510.79278905809
230,1510.77908104352
231,1510.78960742938
232,1510.78778581641
233,1510.7835157882
234,1510.78785981852
235,1510.78552405054
236,1510.78695702575
237,1510.78847439644
238,1510.79042912505
239,1510.79201171608
240,1510.79599969376
241,1510.79043147971
242,1510.78889585994
243,1510.78529822115
244,1510.79401500881
245,1510.80176250664
246,1510.79643210715
247,1510.79105116733
248,1510.79207073028
249,1510.79140044619
250,1510.78930782066
251,1510.79508587482
252,1510.77894225527
253,1510.79551986003
254,1510.79071247545
255,1510.79470728813
256,1510.78043153101
257,1510.78681360757
258,1510.79153440715
259,1510.78719145765
260,1510.78095783708
261,1510.77949984057
262,1510.79206105806
263,1510.78843495676
264,1510.78836160347
265,1510.78679016538
266,1510.78981707473
267,1510.79090489951
268,1510.7963185687
269,1510.79381747307
270,1510.78198426757
271,1510.79159708995
272,1510.78463635618
273,1510.79690168019
274,1510.79796004998
275,1510.79328732892
276,1510.79593296954
277,1510.79810430163
278,1510.78755095346
279,1510.78983016164
280,1510.7932431904
281,1510.79753989331
282,1510.79646252567
283,1510.78548235096
284,1510.79556810073
285,1510.79540176217
286,1510.78854176357
287,1510.79319228848
288,1510.77859488159
289,1510.79378199221
290,1510.78555064274
291,1510.78598330526
292,1510.78761533796
293,1510.7870287006
294,1510.78964919678
295,1510.79121522134
296,1510.79057099392
297,1510.80363558292
298,1510.78177475395
299,1510.79549602028
300,1510.7911774883
301,1510.79643912361
302,1510.79276944661
303,1510.79547892968
304,1510.78735126887
305,1510.79386535809
306,1510.79448537876
307,1510.7919923763
308,1510.79064790716
309,1510.79621644443
310,1510.79392429076
311,1510.78647939108
312,1510.7842614127
313,1510.79712928017
314,1510.80474959361
315,1510.78935741816
316,1510.79372614411
317,1510.79115246492
318,1510.79128572878
319,1510.79435510742
320,1510.79704319156
321,1510.8048185243
322,1510.79386962649
323,1510.78644417585
324,1510.79252859545
325,1510.7929786936
326,1510.78965131195
327,1510.79034209946
328,1510.78382279373
329,1510.78594072485
330,1510.7801172714
331,1510.78304393869
332,1510.79647534427
333,1510.79495953499
334,1510.78562775702
335,1510.80228520675
336,1510.80075056971
337,1510.79424556495
338,1510.78869995689
339,1510.78765924516
340,1510.79707644743
341,1510.79463080102
342,1510.79765171627
343,1510.79115536262
344,1510.79407742889
345,1510.78946768309
346,1510.79267962429
347,1510.78485743105
348,1510.78554221039
349,1510.80031577338
350,1510.79039542512
351,1510.78544213522
352,1510.79470821539
353,1510.79556885689
354,1510.80076228705
355,1510.80001653389
356,1510.7855868096
357,1510.78957177943
358,1510.79558686935
359,1510.78588674035
360,1510.78788359833
361,1510.79385136061
362,1510.79419419703
363,1510.79569335855
364,1510.79342645301
365,1510.79232511233
366,1510.79745919154
367,1510.78679502016
368,1510.78607062589
369,1510.78779532229
370,1510.79311386469
371,1510.79119095612
372,1510.78399633148
373,1510.79961956095
374,1510.78403417392
375,1510.79884225278
376,1510.78518038025
377,1510.79366202928
378,1510.78959232389
379,1510.79293217786
380,1510.79008448767
381,1510.79106117775
382,1510.78296468027
383,1510.79921775595
384,1510.78852228258
385,1510.79290076056
386,1510.78779838297
387,1510.78882700883
388,1510.78456140219
389,1510.7992860786
390,1510.79220385031
391,1510.79504694849
392,1510.79453507056
393,1510.79085533294
394,1510.78877270001
395,1510.79490654202
396,1510.79222388834
397,1510.79514122591
398,1510.78444915404
399,1510.78894363956
400,1510.79151900831
401,1510.78951234964
402,1510.79601627423
403,1510.79591334122
404,1510.79155729386
405,1510.79362968141
406,1510.79001520068
407,1510.80050703164
408,1510.79020990673
409,1510.79347691113
410,1510.79405235362
411,1510.79568266281
412,1510.79692140891
413,1510.79904364981
414,1510.80050165671
415,1510.79022184331
416,1510.79499918382
417,1510.79765842806
418,1510.79144861022
419,1510.79916339238
420,1510.79238661974
421,1510.79330056529
422,1510.79267001557
423,1510.78620111094
424,1510.79448540562
425,1510.80370060614
426,1510.79993233064
427,1510.79502743612
428,1510.79066904195
429,1510.79130533229
430,1510.79070843557
431,1510.79338301483
432,1510.78499200802
433,1510.79267503286
434,1510.79128293742
435,1510.79559481879
436,1510.79765127078
437,1510.79752812659
438,1510.79171231649
439,1510.79503045329
440,1510.78229846116
441,1510.78850958907
442,1510.78744008227
443,1510.79640348785
444,1510.79878181577
445,1510.78947812726
446,1510.79194722589
447,1510.77869823932
448,1510.79405646706
449,1510.78848052244
450,1510.79269601125
451,1510.79074696044
452,1510.8058379423
453,1510.78762296303
454,1510.78951730675
455,1510.80005314509
456,1510.79332658256
457,1510.79407995442
458,1510.79773410602
459,1510.79157451055
460,1510.795214244
461,1510.78647765658
462,1510.7867816093
463,1510.79230935287
464,1510.78942275677
465,1510.79422197871
466,1510.79725169113
467,1510.80415276377
468,1510.79238073317
469,1510.78720557422
470,1510.79361054193
471,1510.79116640331
472,1510.78046930736
473,1510.78762880143
474,1510.80177588394
475,1510.79084849126
476,1510.79213382262
477,1510.79281697162
478,1510.794975604
479,1510.78510248909
480,1510.79378056365
481,1510.79053866692
482,1510.79967416002
483,1510.78749766591
484,1510.79499987048
485,1510.79549682177
486,1510.78732061839
487,1510.79123877764
488,1510.79391453875
489,1510.78912866849
490,1510.79393340177
491,1510.78283611947
492,1510.79648977151
493,1510.80013704158
494,1510.79048821112
495,1510.79302464882
496,1510.78724684766
497,1510.78064469216
498,1510.8000370176
499,1510.80322432021
500,1510.79249193465
501,1510.78838993009
502,1510.79310907914
503,1510.78398176621
504,1510.79506570077
505,1510.80072552726
506,1510.78952801502
507,1510.79121470795
508,1510.79133613999
509,1510.80060430589
510,1510.8003605535
511,1510.78854285565
512,1510.79212284486
513,1510.78301216844
514,1510.79369732199
515,1510.79350930241
516,1510.78819297973
517,1510.78830247131
518,1510.7942156427
519,1510.78937736867
520,1510.78350743411
521,1510.79845365714
522,1510.79637149874
523,1510.79617728403
524,1510.78795330547
525,1510.79517964382
526,1510.79359808419
527,1510.79033737286
528,1510.78399892301
529,1510.79615543481
530,1510.79070264303
531,1510.78145984214
532,1510.78857602679
533,1510.79122606917
534,1510.79950608905
535,1510.79097492234
536,1510.78959560926
537,1510.78315469181
538,1510.79523803394
539,1510.79287563728
540,1510.79232682007
541,1510.78956690337
542,1510.7967536724
543,1510.78687354827
544,1510.7874286686
545,1510.79542856424
546,1510.78912345404
547,1510.79787199896
548,1510.78908305013
549,1510.7981875585
550,1510.78268444332
551,1510.79485051192
552,1510.79207353727
553,1510.79378464001
554,1510.79213283166
555,1510.78878347336
556,1510.79675655095
557,1510.7904428896
558,1510.79732653509
559,1510.7904347324
560,1510.79236441821
561,1510.80261109252
562,1510.78108646119
563,1510.78705165959
564,1510.79187922302
565,1510.79271274022
566,1510.80004548515
567,1510.800562864
568,1510.79413679115
569,1510.79527114211
570,1510.80046761214
571,1510.79298322285
572,1510.7986028066
573,1510.78732297266
574,1510.79282190248
575,1510.78606431602
576,1510.79674174114
577,1510.7973147975
578,1510.79497322821
579,1510.79392214158
580,1510.79229528752
581,1510.79996626533
582,1510.7976114822
583,1510.79566089006
584,1510.7888642252
585,1510.78919723429
586,1510.79768678627
587,1510.78294661284
588,1510.79210239392
589,1510.7854574742
590,1510.78959678612
591,1510.78933600416
592,1510.7929588806
593,1510.78480964652
594,1510.7966063997
595,1510.79157162839
596,1510.79242818016
597,1510.79902777294
598,1510.79919932973
599,1510.7931304908
600,1510.79913941009
601,1510.79622640947
602,1510.78863055046
603,1510.79699669487
604,1510.79654414509
605,1510.80158528403
606,1510.78917520243
607,1510.78749761122
608,1510.79655099789
609,1510.79117365783
610,1510.78893154651
611,1510.78833271257
612,1510.79787741485
613,1510.79409803682
614,1510.78673175629
615,1510.79129740566
616,1510.79409969763
617,1510.80165977724
618,1510.78841863132
619,1510.79355293445
620,1510.79117111083
621,1510.79418937632
622,1510.79542788766
623,1510.79134436605
624,1510.79412224648
625,1510.80156848744
626,1510.7940415191
627,1510.78867030995
628,1510.78467927352
629,1510.79412449981
630,1510.7989332389
631,1510.79198417442
632,1510.80099633239
633,1510.7879510917
634,1510.79999025406
635,1510.7959076063
636,1510.79964760247
637,1510.80358953475
638,1510.79844270607
639,1510.79763975526
640,1510.78860998454
641,1510.7895114615
642,1510.79815721777
643,1510.79449528287
644,1510.7982651957
645,1510.78775453967
646,1510.79710261005
647,1510.78543898635
648,1510.79194692908
649,1510.78984246419
650,1510.78828271175
651,1510.79247011726
652,1510.79480071668
653,1510.79310474843
654,1510.79561533792
655,1510.79197425632
656,1510.79684472288
657,1510.7957781846
658,1510.7964520202
659,1510.7896933564
660,1510.78722418145
661,1510.79370279654
662,1510.78479515769
663,1510.79149242498
664,1510.79843704642
665,1510.80147508333
666,1510.7951632602
667,1510.80029558195
668,1510.80599859952
669,1510.79817977099
670,1510.79118418684
671,1510.79271279933
672,1510.78936369575
673,1510.79075739757
674,1510.79491717617
675,1510.78590681893
676,1510.79605069019
677,1510.80112612521
678,1510.80030473493
679,1510.79794311714
680,1510.79922816432
681,1510.79638175313
682,1510.79741447815
683,1510.78895067154
684,1510.79314204057
685,1510.789054487
686,1510.79808145091
687,1510.79071419014
688,1510.78845288193
689,1510.80487375574
690,1510.80302117483
691,1510.79440300309
692,1510.79574006007
693,1510.79643420858
694,1510.80429747493
695,1510.79403518999
696,1510.79681602254
697,1510.80586963272
698,1510.7958710937
699,1510.79051427931
700,1510.80803035525
701,1510.80691030515
702,1510.78680724112
703,1510.79940100319
704,1510.80858769197
705,1510.79201069083
706,1510.7923896572
707,1510.78705988917
708,1510.79136374475
709,1510.79302011055
710,1510.80231174358
711,1510.80139708084
712,1510.80094420025
713,1510.79437974543
714,1510.80021349312
715,1510.79816861988
716,1510.79030491692
717,1510.79807238706
718,1510.79432351864
719,1510.79671929595
720,1510.79831178416
721,1510.79475712608
722,1510.7939094951
723,1510.7993663705
724,1510.80525518602
725,1510.7968892675
726,1510.7946862438
727,1510.79458900252
728,1510.79924186049
729,1510.79574795522
730,1510.79598787814
731,1510.7929103081
732,1510.80720007935
733,1510.79730266738
734,1510.80046079095
735,1510.79539241191
736,1510.80037964454
737,1510.8024788756
738,1510.80432880694
739,1510.79647783258
740,1510.80347776996
741,1510.79419783384
742,1510.79569497829
743,1510.79591605641
744,1510.80490392182
745,1510.79931126178
746,1510.79711432788
747,1510.79514179225
748,1510.80221414699
749,1510.79314107221
750,1510.80501608077
751,1510.79275470126
752,1510.80253891372
753,1510.79691086849
754,1510.8026634413
755,1510.7967500775
756,1510.80343747591
757,1510.80240926845
758,1510.8011946343
759,1510.79480304144
760,1510.79850433433
761,1510.79689913257
762,1510.79603615548
763,1510.81455407705
764,1510.80336491175
765,1510.80227994525
766,1510.8075369529
767,1510.80789493252
768,1510.80873674593
769,1510.8059075007
770,1510.8001640145
771,1510.80033702506
772,1510.79907396874
773,1510.80618627822
774,1510.804984844
775,1510.80665394276
776,1510.8076622301
777,1510.80030281609
778,1510.79567827028
779,1510.80942160958
780,1510.79569445974
781,1510.80780805186
782,1510.80637318584
783,1510.80133303258
784,1510.80835623232
785,1510.80416024547
786,1510.8058640165
787,1510.80362154483
788,1510.80512523585
789,1510.81048049076
790,1510.80026122925
791,1510.80631069286
792,1510.80874488308
793,1510.80259346545
794,1510.81229593398
795,1510.80531889448
796,1510.80886487269
797,1510.80722796636
798,1510.80394597799
799,1510.81012495399
800,1510.80134457265
801,1510.81255954277
802,1510.80705006686
803,1510.8008272408
804,1510.81381852149
805,1510.79984120079
806,1510.80054012416
807,1510.8055135351
808,1510.80317500405
809,1510.80424942318
810,1510.8056800708
811,1510.80544852708
812,1510.80838829969
813,1510.80726472477
814,1510.80855290802
815,1510.79896517502
816,1510.80949448752
817,1510.81192703231
818,1510.81169457955
819,1510.81354076998
820,1510.80920033303
821,1510.80553628526
822,1510.81095660583
823,1510.8071444667
824,1510.81102092697
825,1510.81007843118
826,1510.81050214543
827,1510.81137686604
828,1510.81090091723
829,1510.80596498386
830,1510.8047925872
831,1510.80444566134
832,1510.8032448068
833,1510.7994215699
834,1510.80899822689
835,1510.81754805346
836,1510.80499757806
837,1510.81847183753
838,1510.81015647556
839,1510.82147130398
840,1510.81356233375
841,1510.80319527758
842,1510.80842446406
843,1510.79894481033
844,1510.80693537841
845,1510.80928914037
846,1510.81341741429
847,1510.8122491294
848,1510.80220438451
849,1510.81225364127
850,1510.82001831376
851,1510.81865974672
